store_name,city_name,state_id,lat,lng
Walmart Supercenter,Tampa,FL,28.155,-82.357
Walmart Neighborhood Market,Tampa,FL,28.05,-82.518
Walmart,Tampa,FL,28.086,-82.503
Walmart,Tampa,FL,28.027,-82.559
Walmart Supercenter,Tampa,FL,28.062,-82.552
Walmart Supercenter,Lutz,FL,28.182,-82.466
Walmart Neighborhood Market,Tampa,FL,28.006,-82.599
Walmart Supercenter,Wesley Chapel,FL,28.235,-82.344
Walmart Supercenter,Oldsmar,FL,28.044,-82.674
Walmart Neighborhood Market,Palm Harbor,FL,28.06,-82.708
Walmart Neighborhood Market,Dunedin,FL,28.02,-82.751
Walmart Supercenter,New Port Richey,FL,28.207,-82.669
Walmart Supercenter,Palm Harbor,FL,28.095,-82.741
Walmart Neighborhood Market,Clearwater,FL,27.987,-82.774
Walmart Supercenter,Brooksville,FL,28.537,-82.407
Walmart Supercenter,Brooksville,FL,28.531,-82.506
Walmart Neighborhood Market,Spring Hill,FL,28.477,-82.486
Walmart Supercenter,Spring Hill,FL,28.458,-82.631
Walmart Supercenter,Bushnell,FL,28.666,-82.139
Walmart Supercenter,Homosassa,FL,28.763,-82.55
Walmart Supercenter,Inverness,FL,28.858,-82.393
Walmart Supercenter,Hudson,FL,28.34,-82.697
Walmart Supercenter,Lecanto,FL,28.891,-82.487
Walmart Neighborhood Market,New Port Richey,FL,28.288,-82.677
Walmart Supercenter,Port Richey,FL,28.329,-82.699
Walmart Supercenter,The Villages,FL,28.858,-81.943
Walmart Neighborhood Market,The Villages,FL,28.864,-81.955
Walmart Supercenter,The Villages,FL,28.93,-82.031
Walmart Neighborhood Market,Lady Lake,FL,28.916,-81.933
Walmart Supercenter,Summerfield,FL,28.962,-81.965
Walmart Supercenter,Ocala,FL,29.056,-82.277
Walmart Neighborhood Market,Ocala,FL,29.087,-82.251
Walmart Supercenter,Ocala,FL,29.119,-82.023
Walmart Supercenter,Ocala,FL,29.158,-82.166
Walmart Neighborhood Market,Ocala,FL,29.159,-82.089
Walmart Supercenter,Dunnellon,FL,29.063,-82.456
Walmart Supercenter,Callaway,FL,30.162,-85.593
Walmart Supercenter,Panama City,FL,30.188,-85.668
Walmart Supercenter,Lynn Haven,FL,30.227,-85.649
Walmart Supercenter,Panama City Beach,FL,30.178,-85.804
Walmart Supercenter,Panama City Beach,FL,30.218,-85.866
Walmart Neighborhood Market,Santa Rosa Beach,FL,30.345,-86.072
Walmart Supercenter,Cape Coral,FL,26.621,-81.937
Walmart Neighborhood Market,Cape Coral,FL,26.65,-81.985
Walmart Neighborhood Market,Cape Coral,FL,26.672,-81.929
Walmart Neighborhood Market,Cape Coral,FL,26.579,-81.992
Walmart Supercenter,North Fort Myers,FL,26.68,-81.898
Walmart Neighborhood Market,Fort Myers,FL,26.555,-81.907
Walmart Supercenter,Fort Myers,FL,26.613,-81.814
Walmart Supercenter,Fort Myers,FL,26.525,-81.869
Walmart Supercenter,Fort Myers Beach,FL,26.492,-81.943
Walmart Supercenter,Estero,FL,26.451,-81.817
Walmart Supercenter,Lehigh Acres,FL,26.617,-81.669
Walmart Supercenter,Naples,FL,26.274,-81.803
Walmart Supercenter,Naples,FL,26.271,-81.746
Walmart Supercenter,Labelle,FL,26.761,-81.445
Walmart Neighborhood Market,Naples,FL,26.207,-81.766
Walmart Supercenter,Deland,FL,29.062,-81.302
Walmart Supercenter,Chiefland,FL,29.502,-82.868
Walmart Supercenter,Gainesville,FL,29.626,-82.387
Walmart Supercenter,Gainesville,FL,29.709,-82.356
Walmart Supercenter,Marianna,FL,30.729,-85.186
Walmart Supercenter,Tarpon Springs,FL,28.147,-82.743
Walmart Supercenter,Clewiston,FL,26.756,-80.949
Walmart Supercenter,Okeechobee,FL,27.222,-80.828
Walmart Supercenter,Cocoa,FL,28.395,-80.754
Walmart Supercenter,Merritt Island,FL,28.359,-80.668
Walmart Supercenter,Melbourne,FL,28.233,-80.724
Walmart Supercenter,Titusville,FL,28.555,-80.843
Walmart Neighborhood Market,Melbourne,FL,28.171,-80.674
Walmart Supercenter,Melbourne,FL,28.123,-80.674
Walmart,Melbourne,FL,28.128,-80.635
Walmart Neighborhood Market,Melbourne,FL,28.055,-80.623
Walmart Supercenter,West Melbourne,FL,28.038,-80.648
Walmart Supercenter,Palm Bay,FL,27.997,-80.641
Walmart Neighborhood Market,Hialeah,FL,25.867,-80.291
Walmart Neighborhood Market,Hialeah Gardens,FL,25.881,-80.352
Walmart Supercenter,Miami,FL,25.844,-80.251
Walmart Supercenter,Hialeah,FL,25.858,-80.325
Walmart Supercenter,Doral,FL,25.787,-80.335
Walmart Supercenter,Miami,FL,25.77,-80.344
Walmart Neighborhood Market,Miami,FL,25.764,-80.308
Walmart Supercenter,Miami,FL,25.746,-80.333
Walmart Neighborhood Market,Miami,FL,25.742,-80.433
Walmart Supercenter,Kendall,FL,25.685,-80.449
Walmart Supercenter,Miami,FL,25.624,-80.396
Walmart Supercenter,Miami,FL,25.571,-80.376
Walmart Supercenter,Crawfordville,FL,30.217,-84.36
Walmart Supercenter,Tallahassee,FL,30.462,-84.359
Walmart Supercenter,Tallahassee,FL,30.426,-84.215
Walmart Supercenter,Tallahassee,FL,30.461,-84.217
Walmart Supercenter,Tallahassee,FL,30.489,-84.318
Walmart Supercenter,Tallahassee,FL,30.545,-84.229
Walmart Supercenter,Quincy,FL,30.557,-84.595
Walmart Supercenter,Crestview,FL,30.728,-86.565
Walmart Supercenter,Niceville,FL,30.517,-86.461
Walmart Supercenter,Fort Walton Beach,FL,30.441,-86.641
Walmart Supercenter,Destin,FL,30.388,-86.449
Walmart Supercenter,Navarre,FL,30.412,-86.831
Walmart Supercenter,Santa Rosa Beach,FL,30.377,-86.289
Walmart Neighborhood Market,Navarre,FL,30.403,-86.915
Walmart Supercenter,Daytona Beach,FL,29.172,-81.03
Walmart Neighborhood Market,Holly Hill,FL,29.249,-81.067
Walmart Neighborhood Market,Port Orange,FL,29.142,-81.034
Walmart Supercenter,Port Orange,FL,29.117,-81.019
Walmart Supercenter,Ormond Beach,FL,29.259,-81.115
Walmart Supercenter,New Smyrna Beach,FL,29.013,-81.007
Walmart Supercenter,Palm Coast,FL,29.55,-81.225
Walmart Neighborhood Market,Naranja,FL,25.518,-80.423
Walmart Supercenter,Homestead,FL,25.497,-80.412
Walmart Neighborhood Market,Homestead,FL,25.484,-80.46
Walmart Supercenter,Florida City,FL,25.458,-80.473
Walmart Supercenter,Ocala,FL,29.21,-82.064
Walmart Supercenter,Naples,FL,26.149,-81.689
Walmart,Naples,FL,26.125,-81.763
Walmart Supercenter,Naples,FL,26.058,-81.697
Walmart,Fernandina Beach,FL,30.647,-81.456
Walmart Supercenter,Yulee,FL,30.622,-81.534
Walmart Supercenter,Saint Marys,GA,30.777,-81.62
Walmart Supercenter,Jacksonville,FL,30.477,-81.639
Walmart Supercenter,Jacksonville,FL,30.451,-81.707
Walmart Neighborhood Market,Jacksonville,FL,30.354,-81.562
Walmart Supercenter,Jacksonville,FL,30.342,-81.546
Walmart Neighborhood Market,Jacksonville,FL,30.319,-81.451
Walmart Supercenter,Jacksonville,FL,30.317,-81.492
Walmart Supercenter,Jacksonville,FL,30.285,-81.463
Walmart Supercenter,Jacksonville,FL,30.284,-81.563
Walmart Supercenter,Jacksonville,FL,30.28,-81.629
Walmart Supercenter,Jacksonville,FL,30.302,-81.761
Walmart Neighborhood Market,Jacksonville,FL,30.219,-81.559
Walmart Neighborhood Market,Jacksonville,FL,30.271,-81.758
Walmart Supercenter,Jacksonville,FL,30.248,-81.766
Walmart Supercenter,Jacksonville,FL,30.179,-81.556
Walmart Neighborhood Market,Jacksonville,FL,30.184,-81.61
Walmart Supercenter,Fort Pierce,FL,27.421,-80.378
Walmart Neighborhood Market,Port St Lucie,FL,27.317,-80.381
Walmart Supercenter,Port St Lucie,FL,27.315,-80.402
Walmart Supercenter,Port Saint Lucie,FL,27.265,-80.287
Walmart Neighborhood Market,Vero Beach,FL,27.633,-80.388
Walmart Supercenter,Port St Lucie,FL,27.262,-80.405
Walmart Neighborhood Market,Port Saint Lucie,FL,27.253,-80.375
Walmart Supercenter,Vero Beach,FL,27.637,-80.443
Walmart Supercenter,Stuart,FL,27.157,-80.218
Walmart Supercenter,Sebastian,FL,27.829,-80.482
Walmart Neighborhood Market,Fruit Cove,FL,30.12,-81.624
Walmart Supercenter,Orange Park,FL,30.099,-81.707
Walmart Supercenter,Jacksonville,FL,30.177,-81.626
Walmart Supercenter,Saint Johns,FL,30.094,-81.521
Walmart Supercenter,Orange Park,FL,30.138,-81.769
Walmart Neighborhood Market,Middleburg,FL,30.101,-81.774
Walmart Supercenter,Jacksonville,FL,30.207,-81.76
Walmart Supercenter,Middleburg,FL,30.107,-81.833
Walmart Supercenter,Jacksonville,FL,30.193,-81.84
Walmart Supercenter,St Augustine,FL,29.856,-81.325
Walmart Supercenter,Macclenny,FL,30.263,-82.109
Walmart Supercenter,Starke,FL,29.922,-82.13
Walmart Supercenter,Palatka,FL,29.638,-81.681
Walmart Supercenter,Gainesville,FL,29.664,-82.301
Walmart Supercenter,Lake City,FL,30.181,-82.678
Walmart Supercenter,Live Oak,FL,30.324,-82.964
Walmart Supercenter,Perry,FL,30.102,-83.58
Walmart Supercenter,Bainbridge,GA,30.89,-84.571
Walmart Supercenter,Cairo,GA,30.887,-84.204
Walmart Supercenter,Acworth,GA,34.048,-84.698
Walmart Supercenter,Kennesaw,GA,34.028,-84.658
Walmart Supercenter,Woodstock,GA,34.113,-84.585
Walmart Supercenter,Marietta,GA,34.019,-84.554
Walmart Supercenter,Dallas,GA,33.935,-84.731
Walmart Supercenter,Woodstock,GA,34.087,-84.481
Walmart Supercenter,Cartersville,GA,34.203,-84.788
Walmart Supercenter,Marietta,GA,33.946,-84.521
Walmart Supercenter,Holly Springs,GA,34.185,-84.504
Walmart Supercenter,Hiram,GA,33.891,-84.759
Walmart Neighborhood Market,Marietta,GA,33.882,-84.587
Walmart Supercenter,Marietta,GA,33.868,-84.636
Walmart Supercenter,Marietta,GA,34.023,-84.423
Walmart Supercenter,Marietta,GA,33.909,-84.491
Walmart Supercenter,Austell,GA,33.856,-84.587
Walmart Supercenter,Canton,GA,34.255,-84.461
Walmart Supercenter,Roswell,GA,34.045,-84.334
Walmart Supercenter,Rockmart,GA,34.01,-85.031
Walmart Supercenter,Lithia Springs,GA,33.775,-84.601
Walmart Supercenter,Alpharetta,GA,34.094,-84.275
Walmart Supercenter,Douglasville,GA,33.733,-84.757
Walmart Supercenter,Chamblee,GA,33.889,-84.311
Walmart Neighborhood Market,Dunwoody,GA,33.943,-84.269
Walmart Supercenter,Alpharetta,GA,34.15,-84.249
Walmart Supercenter,Atlanta,GA,33.728,-84.508
Walmart Neighborhood Market,Atlanta,GA,33.756,-84.414
Walmart Supercenter,Villa Rica,GA,33.72,-84.935
Walmart Supercenter,Cumming,GA,34.1,-84.174
Walmart Neighborhood Market,Tucker,GA,33.884,-84.219
Walmart Supercenter,Decatur,GA,33.792,-84.288
Walmart Supercenter,Norcross,GA,33.895,-84.194
Walmart Supercenter,East Point,GA,33.679,-84.417
Walmart Supercenter,Tucker,GA,33.856,-84.205
Walmart Supercenter,Duluth,GA,33.97,-84.15
Walmart Supercenter,Jasper,GA,34.476,-84.46
Walmart Supercenter,Decatur,GA,33.757,-84.268
Walmart Supercenter,Atlanta,GA,33.719,-84.312
Clinic Pharmacy,Atlanta,GA,33.657,-84.424
Walmart Supercenter,Cumming,GA,34.184,-84.13
Walmart Supercenter,Calhoun,GA,34.479,-84.945
Walmart Supercenter,Stone Mountain,GA,33.797,-84.223
Walmart Supercenter,Lilburn,GA,33.903,-84.111
Walmart Supercenter,Union City,GA,33.568,-84.543
Walmart Supercenter,Adel,GA,31.133,-83.44
Walmart Neighborhood Market,Valdosta,GA,30.916,-83.257
Walmart Supercenter,Valdosta,GA,30.881,-83.288
Walmart Supercenter,Moultrie,GA,31.171,-83.761
Walmart Supercenter,Tifton,GA,31.442,-83.543
Walmart Supercenter,Valdosta,GA,30.826,-83.319
Walmart Neighborhood Market,Tifton,GA,31.471,-83.504
Walmart Neighborhood Market,Albany,GA,31.613,-84.174
Walmart Supercenter,Albany,GA,31.579,-84.087
Walmart Neighborhood Market,Albany,GA,31.585,-84.219
Walmart Supercenter,Albany,GA,31.625,-84.214
Walmart Supercenter,Sylvester,GA,31.526,-83.812
Walmart Supercenter,Camilla,GA,31.226,-84.2
Walmart Supercenter,Americus,GA,32.06,-84.202
Walmart Supercenter,Suwanee,GA,34.036,-84.05
Walmart Neighborhood Market,Lawrenceville,GA,33.922,-84.086
Walmart Supercenter,Buford,GA,34.088,-83.989
Walmart Supercenter,Cumming,GA,34.267,-84.092
Walmart Supercenter,Lawrenceville,GA,33.937,-84.025
Walmart Supercenter,Lawrenceville,GA,33.972,-83.995
Walmart Supercenter,Stone Mountain,GA,33.825,-84.126
Walmart Supercenter,Snellville,GA,33.886,-84.008
Walmart Supercenter,Buford,GA,34.078,-83.922
Walmart Neighborhood Market,Snellville,GA,33.853,-84.034
Walmart Supercenter,Snellville,GA,33.808,-84.046
Walmart Supercenter,Dawsonville,GA,34.355,-84.042
Walmart Supercenter,Oakwood,GA,34.232,-83.874
Walmart Supercenter,Lithonia,GA,33.7,-84.168
Walmart Supercenter,Loganville,GA,33.84,-83.911
Walmart Neighborhood Market,Gainesville,GA,34.28,-83.875
Walmart Supercenter,Cordele,GA,31.964,-83.761
Walmart Neighborhood Market,Athens,GA,33.943,-83.444
Walmart Supercenter,Athens,GA,33.934,-83.309
Walmart Supercenter,Athens,GA,33.92,-83.445
Walmart Supercenter,Commerce,GA,34.247,-83.457
Walmart Supercenter,Winder,GA,33.99,-83.757
Walmart Supercenter,Monroe,GA,33.798,-83.743
Walmart Supercenter,Madison,GA,33.566,-83.48
Walmart,Elberton,GA,34.092,-82.845
Walmart Supercenter,Ellenwood,GA,33.636,-84.294
Walmart Supercenter,Morrow,GA,33.589,-84.34
Walmart Supercenter,College Park,GA,33.586,-84.47
Walmart Supercenter,Riverdale,GA,33.562,-84.415
Walmart Supercenter,Stockbridge,GA,33.553,-84.256
Walmart Supercenter,Lithonia,GA,33.695,-84.085
Walmart Supercenter,Fayetteville,GA,33.481,-84.443
Walmart Supercenter,Stockbridge,GA,33.507,-84.236
Walmart Supercenter,Hampton,GA,33.444,-84.324
Walmart Supercenter,Conyers,GA,33.653,-83.997
Walmart Supercenter,Mcdonough,GA,33.432,-84.184
Walmart Pickup,Hampton,GA,33.384,-84.313
Walmart Supercenter,Augusta,GA,33.467,-82.07
Walmart Supercenter,Augusta,GA,33.424,-82.063
Walmart Supercenter,Augusta,GA,33.505,-82.089
Walmart Supercenter,North Augusta,SC,33.501,-81.957
Walmart Neighborhood Market,Augusta,GA,33.494,-82.136
Walmart Neighborhood Market,Martinez,GA,33.551,-82.088
Walmart Neighborhood Market,Hephzibah,GA,33.379,-82.073
Walmart Supercenter,Evans,GA,33.546,-82.142
Walmart Supercenter,North Augusta,SC,33.574,-81.938
Walmart Supercenter,Grovetown,GA,33.482,-82.196
Walmart Neighborhood Market,Grovetown,GA,33.454,-82.206
Walmart Supercenter,Aiken,SC,33.561,-81.767
Walmart Supercenter,Aiken,SC,33.518,-81.719
Walmart Supercenter,Waynesboro,GA,33.108,-82.025
Walmart Supercenter,Thomson,GA,33.473,-82.481
Walmart Supercenter,Peachtree City,GA,33.402,-84.599
Walmart Supercenter,Newnan,GA,33.394,-84.744
Walmart Supercenter,Bremen,GA,33.708,-85.163
Walmart Supercenter,Baxley,GA,31.784,-82.363
Walmart Supercenter,Hazlehurst,GA,31.864,-82.587
Walmart Supercenter,Vidalia,GA,32.206,-82.376
Walmart Supercenter,Jesup,GA,31.616,-81.874
Walmart Supercenter,Blairsville,GA,34.864,-83.998
Walmart Supercenter,Murphy,NC,35.098,-84.033
Walmart Supercenter,Blue Ridge,GA,34.877,-84.325
Walmart Supercenter,Dahlonega,GA,34.539,-83.972
Walmart Supercenter,Cleveland,GA,34.578,-83.759
Walmart Supercenter,Clayton,GA,34.859,-83.405
Walmart Supercenter,East Ellijay,GA,34.656,-84.488
Walmart Supercenter,Cornelia,GA,34.538,-83.535
Walmart Supercenter,Dalton,GA,34.767,-84.93
Walmart Neighborhood Market,Brunswick,GA,31.194,-81.487
Walmart Supercenter,Brunswick,GA,31.214,-81.487
Walmart Supercenter,Gainesville,GA,34.291,-83.846
Walmart Neighborhood Market,Gainesville,GA,34.322,-83.835
Walmart Supercenter,Thomasville,GA,30.86,-83.945
Walmart Neighborhood Market,Dalton,GA,34.762,-84.969
Walmart Supercenter,Dalton,GA,34.787,-84.998
Walmart Supercenter,Fort Oglethorpe,GA,34.939,-85.216
Walmart Supercenter,Franklin,NC,35.166,-83.365
Walmart Supercenter,Eastanollee,GA,34.55,-83.282
Walmart Supercenter,Seneca,SC,34.687,-82.998
Walmart Supercenter,Cochran,GA,32.4,-83.336
Walmart Supercenter,Eastman,GA,32.179,-83.178
Walmart Supercenter,Warner Robins,GA,32.59,-83.612
Walmart Supercenter,Perry,GA,32.473,-83.739
Walmart Neighborhood Market,Warner Robins,GA,32.606,-83.579
Walmart Neighborhood Market,Warner Robins,GA,32.58,-83.696
Walmart Supercenter,Warner Robins,GA,32.621,-83.674
Walmart Supercenter,Dublin,GA,32.55,-82.972
Walmart Supercenter,Griffin,GA,33.273,-84.296
Walmart Supercenter,Locust Grove,GA,33.358,-84.121
Walmart Supercenter,Hartwell,GA,34.35,-82.901
Walmart Supercenter,Covington,GA,33.577,-83.96
Walmart Supercenter,Covington,GA,33.611,-83.829
Walmart Supercenter,Eatonton,GA,33.295,-83.388
Walmart Neighborhood Market,Chattanooga,TN,35.004,-85.15
Walmart Neighborhood Market,Fort Oglethorpe,GA,34.955,-85.245
Walmart Supercenter,Chattanooga,TN,35.032,-85.15
Walmart Supercenter,Chattanooga,TN,35.008,-85.205
Walmart Neighborhood Market,East Ridge,TN,34.996,-85.245
Walmart Supercenter,Ooltewah,TN,35.081,-85.063
Walmart Supercenter,Cleveland,TN,35.128,-84.867
Walmart Supercenter,Chattanooga,TN,35.016,-85.377
Walmart Neighborhood Market,Chattanooga,TN,35.115,-85.263
Walmart Supercenter,Chattanooga,TN,35.094,-85.332
Walmart Supercenter,Cleveland,TN,35.202,-84.849
Walmart Supercenter,Hixson,TN,35.153,-85.246
Walmart Neighborhood Market,Hixson,TN,35.187,-85.19
Walmart Supercenter,Soddy Daisy,TN,35.234,-85.199
Walmart Supercenter,Douglas,GA,31.485,-82.848
Walmart Supercenter,Fitzgerald,GA,31.691,-83.247
Walmart Supercenter,Sandersville,GA,32.952,-82.812
Walmart Supercenter,Swainsboro,GA,32.588,-82.326
Walmart Neighborhood Market,Clemson,SC,34.697,-82.801
Walmart Supercenter,Central,SC,34.706,-82.762
Walmart Supercenter,Anderson,SC,34.554,-82.679
Walmart Supercenter,Anderson,SC,34.488,-82.678
Walmart Supercenter,Milledgeville,GA,33.118,-83.264
Walmart Supercenter,Macon,GA,32.863,-83.611
Walmart Neighborhood Market,Anderson,SC,34.545,-82.633
Walmart Supercenter,Forsyth,GA,33.04,-83.941
Walmart Supercenter,Macon,GA,32.882,-83.76
Walmart Supercenter,Macon,GA,32.809,-83.718
Walmart Supercenter,Thomaston,GA,32.913,-84.333
Walmart Supercenter,Dunlap,TN,35.386,-85.382
Walmart Supercenter,Hinesville,GA,31.826,-81.601
Walmart Neighborhood Market,Hinesville,GA,31.797,-81.606
Walmart Neighborhood Market,Hinesville,GA,31.851,-81.579
Walmart Supercenter,Savannah,GA,32.0,-81.257
Walmart Supercenter,Savannah,GA,31.981,-81.173
Walmart Neighborhood Market,Savannah,GA,31.984,-81.132
Walmart Supercenter,Pooler,GA,32.144,-81.243
Walmart Supercenter,Savannah,GA,31.987,-81.082
Walmart Supercenter,Rincon,GA,32.275,-81.226
Walmart,Savannah,GA,32.044,-81.006
Walmart Supercenter,Hardeeville,SC,32.311,-80.978
Walmart Supercenter,Bluffton,SC,32.26,-80.854
Walmart Supercenter,Hilton Head Island,SC,32.212,-80.729
Walmart Supercenter,Beaufort,SC,32.425,-80.734
Walmart Supercenter,Statesboro,GA,32.434,-81.76
Walmart Neighborhood Market,Statesboro,GA,32.411,-81.769
Walmart Pickup,Statesboro,GA,32.41,-81.784
Walmart Supercenter,Beaufort,SC,32.408,-80.633
Walmart Neighborhood Market,Waycross,GA,31.22,-82.347
Walmart Supercenter,Waycross,GA,31.198,-82.321
Walmart,Hilo,HI,19.7,-155.062
Walmart,Honolulu,HI,21.295,-157.843
Walmart,Pearl City,HI,21.397,-157.975
Walmart,Waipahu,HI,21.391,-158.035
Walmart,Mililani,HI,21.45,-158.006
Walmart,Kapolei,HI,21.342,-158.075
Walmart,Kahului,HI,20.878,-156.455
Walmart,Kailua Kona,HI,19.646,-155.991
Walmart,Lihue,HI,21.983,-159.367
Walmart Supercenter,Altoona,IA,41.647,-93.505
Walmart Supercenter,Ankeny,IA,41.705,-93.585
Walmart Supercenter,Des Moines,IA,41.537,-93.594
Walmart Supercenter,Windsor Heights,IA,41.597,-93.714
Walmart Supercenter,Grimes,IA,41.686,-93.771
Walmart Supercenter,West Des Moines,IA,41.558,-93.798
Walmart Supercenter,Indianola,IA,41.374,-93.558
Walmart Supercenter,Newton,IA,41.697,-93.012
Walmart Supercenter,Ames,IA,42.016,-93.607
Walmart Supercenter,Ames,IA,42.053,-93.622
Walmart Supercenter,Knoxville,IA,41.306,-93.106
Walmart Supercenter,Pella,IA,41.413,-92.934
Walmart Supercenter,Boone,IA,42.036,-93.87
Walmart Supercenter,Anamosa,IA,42.102,-91.265
Walmart Supercenter,Marion,IA,42.033,-91.553
Walmart Supercenter,Cedar Rapids,IA,42.032,-91.682
Walmart,Tipton,IA,41.783,-91.126
Walmart Supercenter,Cedar Rapids,IA,41.947,-91.719
Walmart Supercenter,Manchester,IA,42.482,-91.478
Walmart Supercenter,Maquoketa,IA,42.049,-90.663
Walmart Supercenter,Coralville,IA,41.697,-91.613
Walmart Supercenter,Iowa City,IA,41.644,-91.551
Walmart Supercenter,Atlantic,IA,41.402,-94.987
Walmart Supercenter,Fort Dodge,IA,42.505,-94.153
Walmart Supercenter,Carroll,IA,42.081,-94.893
Walmart Supercenter,Denison,IA,42.025,-95.369
Walmart Supercenter,Cedar Falls,IA,42.487,-92.44
Walmart Supercenter,Waterloo,IA,42.458,-92.331
Walmart Supercenter,Waverly,IA,42.702,-92.48
Walmart Supercenter,Independence,IA,42.452,-91.893
Walmart Supercenter,Centerville,IA,40.709,-92.866
Walmart Supercenter,Ottumwa,IA,41.013,-92.456
Walmart Supercenter,Clinton,IA,41.819,-90.243
Walmart Supercenter,Davenport,IA,41.581,-90.524
Walmart,Rock Falls,IL,41.763,-89.687
Walmart Supercenter,Silvis,IL,41.503,-90.403
Walmart Supercenter,Sterling,IL,41.816,-89.645
Walmart,Geneseo,IL,41.433,-90.155
Walmart Supercenter,Davenport,IA,41.557,-90.623
Walmart Supercenter,Moline,IL,41.469,-90.481
Walmart Supercenter,Washington,IA,41.296,-91.662
Walmart Supercenter,Muscatine,IA,41.458,-91.025
Walmart Supercenter,Council Bluffs,IA,41.28,-95.868
Walmart Supercenter,Council Bluffs,IA,41.228,-95.847
Walmart Neighborhood Market,Omaha,NE,41.263,-95.981
Walmart Supercenter,Omaha,NE,41.302,-95.992
Walmart Neighborhood Market,Omaha,NE,41.212,-95.993
Walmart Supercenter,Bellevue,NE,41.156,-95.937
Walmart Supercenter,Omaha,NE,41.244,-96.025
Walmart Neighborhood Market,Omaha,NE,41.281,-96.052
Walmart Supercenter,Papillion,NE,41.175,-96.021
Walmart Neighborhood Market,Bellevue,NE,41.116,-95.943
Walmart Supercenter,Omaha,NE,41.315,-96.068
Walmart Neighborhood Market,La Vista,NE,41.178,-96.06
Walmart Neighborhood Market,Omaha,NE,41.291,-96.118
Walmart Supercenter,Omaha,NE,41.214,-96.115
Walmart Supercenter,Omaha,NE,41.295,-96.18
Walmart Neighborhood Market,Omaha,NE,41.192,-96.176
Walmart Supercenter,Omaha,NE,41.231,-96.199
Walmart Supercenter,Gretna,NE,41.143,-96.166
Walmart Supercenter,Blair,NE,41.526,-96.141
Walmart Supercenter,Fremont,NE,41.453,-96.457
Walmart Supercenter,Creston,IA,41.046,-94.373
Walmart Supercenter,Osceola,IA,41.023,-93.8
Walmart,Aledo,IL,41.197,-90.728
Walmart Supercenter,Decorah,IA,43.292,-91.754
Walmart Supercenter,Dubuque,IA,42.487,-90.736
Walmart Supercenter,Galena,IL,42.432,-90.447
Walmart Supercenter,Platteville,WI,42.736,-90.438
Walmart Supercenter,Fairfield,IA,41.007,-91.993
Walmart Supercenter,Mount Pleasant,IA,40.979,-91.541
Walmart Supercenter,Grinnell,IA,41.722,-92.731
Walmart Supercenter,Marshalltown,IA,42.012,-92.909
Walmart Supercenter,Oskaloosa,IA,41.298,-92.67
Walmart,Iowa Falls,IA,42.502,-93.26
Walmart Supercenter,Keokuk,IA,40.418,-91.41
Walmart Supercenter,West Burlington,IA,40.814,-91.16
Walmart Supercenter,Quincy,IL,39.938,-91.332
Walmart Supercenter,Le Mars,IA,42.782,-96.187
Walmart Supercenter,Sioux Center,IA,43.06,-96.181
Walmart Supercenter,Sioux City,IA,42.532,-96.374
Walmart Supercenter,South Sioux City,NE,42.474,-96.43
Walmart Supercenter,Sioux City,IA,42.434,-96.363
Walmart Supercenter,Mason City,IA,43.146,-93.263
Walmart Supercenter,Shenandoah,IA,40.76,-95.385
Walmart Supercenter,Nebraska City,NE,40.658,-95.856
Walmart Supercenter,Vermillion,SD,42.792,-96.937
Walmart Supercenter,Spencer,IA,43.126,-95.153
Walmart Supercenter,Spirit Lake,IA,43.424,-95.125
Walmart Supercenter,Storm Lake,IA,42.664,-95.198
Walmart Supercenter,Worthington,MN,43.637,-95.602
Walmart Supercenter,Ammon,ID,43.487,-111.983
Walmart Supercenter,Idaho Falls,ID,43.493,-112.05
Walmart Supercenter,Blackfoot,ID,43.199,-112.36
Walmart Supercenter,Rexburg,ID,43.855,-111.777
Walmart Supercenter,Chubbuck,ID,42.91,-112.47
Walmart Neighborhood Market,Boise,ID,43.634,-116.276
Walmart Supercenter,Boise,ID,43.591,-116.285
Walmart Supercenter,Garden City,ID,43.67,-116.283
Walmart Supercenter,Meridian,ID,43.618,-116.343
Walmart Supercenter,Meridian,ID,43.589,-116.403
Walmart Supercenter,Meridian,ID,43.65,-116.436
Walmart Supercenter,Nampa,ID,43.603,-116.511
Walmart Supercenter,Nampa,ID,43.549,-116.571
Walmart Neighborhood Market,Nampa,ID,43.566,-116.614
Walmart Supercenter,Caldwell,ID,43.632,-116.646
Walmart Neighborhood Market,Caldwell,ID,43.632,-116.691
Walmart Supercenter,Burley,ID,42.56,-113.79
Walmart Supercenter,Ontario,OR,44.027,-116.939
Walmart Supercenter,Hayden,ID,47.75,-116.793
Walmart Supercenter,Post Falls,ID,47.715,-116.907
Walmart Supercenter,Post Falls,ID,47.704,-117.031
Walmart Supercenter,Spokane Valley,WA,47.666,-117.191
Walmart Supercenter,Spokane Valley,WA,47.658,-117.338
Walmart Supercenter,Spokane,WA,47.742,-117.403
Walmart,Spokane,WA,47.699,-117.445
Walmart Supercenter,Smelterville,ID,47.545,-116.187
Walmart Supercenter,Jerome,ID,42.694,-114.516
Walmart Supercenter,Twin Falls,ID,42.59,-114.482
Walmart Supercenter,Moscow,ID,46.734,-117.036
Walmart Supercenter,Pullman,WA,46.712,-117.176
Walmart Supercenter,Clarkston,WA,46.423,-117.043
Walmart Supercenter,Mountain Home,ID,43.136,-115.668
Walmart Supercenter,Ponderay,ID,48.308,-116.544
