store_name,city_name,state_id,lat,lng
Walmart Supercenter,Anchorage,AK,61.192,-149.88
Walmart Supercenter,Anchorage,AK,61.212,-149.743
Walmart Supercenter,Anchorage,AK,61.14,-149.865
Walmart Supercenter,Eagle River,AK,61.309,-149.535
Walmart Supercenter,Wasilla,AK,61.569,-149.365
Walmart Supercenter,Fairbanks,AK,64.857,-147.69
Walmart Supercenter,Kenai,AK,60.564,-151.226
Walmart,Ketchikan,AK,55.375,-131.721
Walmart,Kodiak,AK,57.812,-152.365
Walmart Supercenter,Adamsville,AL,33.58,-86.924
Walmart Supercenter,Gardendale,AL,33.647,-86.823
Walmart Supercenter,Hueytown,AL,33.458,-86.968
Walmart Supercenter,Sumiton,AL,33.743,-87.042
Walmart Neighborhood Market,Birmingham,AL,33.468,-86.822
Walmart Supercenter,Homewood,AL,33.447,-86.821
Walmart Supercenter,Birmingham,AL,33.529,-86.72
Walmart Supercenter,Birmingham,AL,33.59,-86.7
Walmart Neighborhood Market,Vestavia Hills,AL,33.429,-86.792
Walmart Neighborhood Market,Birmingham,AL,33.637,-86.684
Walmart Supercenter,Bessemer,AL,33.361,-87.001
Walmart Neighborhood Market,Hoover,AL,33.393,-86.799
Walmart Supercenter,Hoover,AL,33.362,-86.825
Walmart Supercenter,Birmingham,AL,33.639,-86.629
Walmart Neighborhood Market,Birmingham,AL,33.382,-86.739
Walmart Supercenter,Hoover,AL,33.422,-86.676
Walmart Supercenter,Pelham,AL,33.341,-86.791
Walmart Neighborhood Market,Helena,AL,33.28,-86.851
Walmart Supercenter,Jasper,AL,33.843,-87.254
Walmart Supercenter,Leeds,AL,33.562,-86.519
Walmart Supercenter,Chelsea,AL,33.348,-86.619
Walmart Supercenter,Alabaster,AL,33.236,-86.802
Walmart Neighborhood Market,Alabaster,AL,33.212,-86.829
Walmart Supercenter,Springville,AL,33.779,-86.432
Walmart Supercenter,Calera,AL,33.146,-86.752
Walmart Supercenter,Brent,AL,32.963,-87.169
Walmart Supercenter,Sylacauga,AL,33.174,-86.287
Walmart Supercenter,Clanton,AL,32.818,-86.607
Walmart Supercenter,Alexander City,AL,32.939,-85.977
Walmart Supercenter,Tallassee,AL,32.566,-85.931
Walmart Supercenter,Wetumpka,AL,32.507,-86.213
Walmart Neighborhood Market,Auburn,AL,32.63,-85.496
Walmart Supercenter,Talladega,AL,33.438,-86.081
Walmart Supercenter,Andalusia,AL,31.32,-86.445
Walmart Supercenter,Oxford,AL,33.599,-85.832
Walmart Supercenter,Anniston,AL,33.72,-85.82
Walmart Supercenter,Jacksonville,AL,33.788,-85.762
Walmart Supercenter,Pell City,AL,33.609,-86.277
Walmart Supercenter,Gadsden,AL,34.01,-85.988
Walmart Supercenter,Attalla,AL,33.994,-86.094
Walmart Supercenter,Arab,AL,34.342,-86.501
Walmart Supercenter,Guntersville,AL,34.301,-86.277
Walmart Supercenter,Boaz,AL,34.215,-86.154
Walmart Supercenter,Huntsville,AL,34.616,-86.571
Walmart Supercenter,Cullman,AL,34.205,-86.87
Walmart Neighborhood Market,Huntsville,AL,34.647,-86.542
Walmart Supercenter,Cullman,AL,34.15,-86.841
Walmart Supercenter,Owens Cross Roads,AL,34.658,-86.486
Walmart Supercenter,Oneonta,AL,33.972,-86.448
Walmart Supercenter,Huntsville,AL,34.703,-86.585
Walmart Supercenter,Hartselle,AL,34.453,-86.949
Walmart Neighborhood Market,Huntsville,AL,34.714,-86.626
Walmart Supercenter,Madison,AL,34.684,-86.741
Walmart Supercenter,Huntsville,AL,34.746,-86.676
Walmart Supercenter,Huntsville,AL,34.763,-86.595
Walmart Supercenter,Decatur,AL,34.557,-86.998
Walmart Neighborhood Market,Decatur,AL,34.589,-86.981
Walmart Supercenter,Madison,AL,34.751,-86.773
Walmart Supercenter,Huntsville,AL,34.82,-86.493
Walmart Supercenter,Athens,AL,34.789,-86.959
Walmart Neighborhood Market,Madison,AL,34.794,-86.749
Clinic Pharmacy,Huntsville,AL,34.83,-86.64
Walmart Supercenter,Hazel Green,AL,34.947,-86.572
Walmart Supercenter,Moulton,AL,34.493,-87.273
Walmart Supercenter,Pulaski,TN,35.202,-87.057
Walmart Supercenter,Fayetteville,TN,35.132,-86.566
Walmart Supercenter,Atmore,AL,31.038,-87.495
Walmart Supercenter,Bay Minette,AL,30.883,-87.788
Walmart Supercenter,Brewton,AL,31.148,-87.065
Walmart Supercenter,Monroeville,AL,31.481,-87.328
Walmart Neighborhood Market,Pace,FL,30.647,-87.149
Walmart Supercenter,Centre,AL,34.16,-85.714
Walmart Supercenter,Fort Payne,AL,34.439,-85.761
Walmart Neighborhood Market,Auburn,AL,32.624,-85.45
Walmart Supercenter,Auburn,AL,32.571,-85.496
Walmart Supercenter,Opelika,AL,32.636,-85.421
Walmart Supercenter,Valley,AL,32.837,-85.178
Walmart Neighborhood Market,Phenix City,AL,32.47,-85.084
Walmart Supercenter,Phenix City,AL,32.499,-85.045
Walmart Neighborhood Market,Columbus,GA,32.506,-84.978
Walmart Supercenter,Columbus,GA,32.541,-84.948
Walmart Supercenter,Columbus,GA,32.522,-84.949
Walmart Supercenter,Columbus,GA,32.424,-84.945
Walmart Neighborhood Market,Columbus,GA,32.553,-84.896
Walmart Neighborhood Market,Columbus,GA,32.468,-84.91
Walmart Supercenter,Daphne,AL,30.625,-87.905
Walmart Supercenter,Saraland,AL,30.802,-88.098
Walmart Supercenter,Robertsdale,AL,30.532,-87.711
Walmart Neighborhood Market,Mobile,AL,30.67,-88.105
Walmart Supercenter,Mobile,AL,30.684,-88.125
Walmart Supercenter,Fairhope,AL,30.522,-87.849
Walmart Neighborhood Market,Mobile,AL,30.717,-88.165
Walmart Neighborhood Market,Mobile,AL,30.65,-88.162
Walmart Supercenter,Semmes,AL,30.762,-88.229
Walmart Neighborhood Market,Mobile,AL,30.678,-88.195
Walmart Neighborhood Market,Mobile,AL,30.642,-88.19
Walmart Supercenter,Mobile,AL,30.676,-88.225
Walmart Supercenter,Mobile,AL,30.596,-88.163
Walmart Supercenter,Mobile,AL,30.639,-88.246
Walmart Neighborhood Market,Theodore,AL,30.564,-88.213
Walmart Supercenter,Foley,AL,30.383,-87.686
Walmart Neighborhood Market,Tuscaloosa,AL,33.17,-87.483
Walmart Supercenter,Scottsboro,AL,34.669,-86.009
Walmart Supercenter,Tuscaloosa,AL,33.166,-87.518
Walmart Neighborhood Market,Tuscaloosa,AL,33.128,-87.549
Walmart Neighborhood Market,Northport,AL,33.24,-87.574
Walmart Supercenter,Northport,AL,33.236,-87.615
Walmart Neighborhood Market,Milton,FL,30.605,-87.062
Walmart Supercenter,Milton,FL,30.601,-87.117
Walmart Supercenter,Cedartown,GA,34.046,-85.24
Walmart Supercenter,Rome,GA,34.275,-85.23
Walmart Supercenter,Rome,GA,34.221,-85.13
Walmart Supercenter,Trion,GA,34.522,-85.316
Walmart Supercenter,Millbrook,AL,32.494,-86.398
Walmart Supercenter,Prattville,AL,32.461,-86.416
Walmart Supercenter,Gulf Shores,AL,30.268,-87.686
Walmart Neighborhood Market,Orange Beach,AL,30.269,-87.594
Walmart Supercenter,Demopolis,AL,32.493,-87.85
Walmart Supercenter,Dothan,AL,31.179,-85.404
Walmart Neighborhood Market,Dothan,AL,31.232,-85.448
Walmart Supercenter,Dothan,AL,31.268,-85.441
Walmart Supercenter,Ozark,AL,31.445,-85.651
Walmart Supercenter,Enterprise,AL,31.318,-85.83
Walmart,Geneva,AL,31.052,-85.899
Walmart Supercenter,Chipley,FL,30.754,-85.551
Walmart Supercenter,Troy,AL,31.78,-85.939
Walmart Supercenter,Eufaula,AL,31.844,-85.168
Walmart Supercenter,Pensacola,FL,30.361,-87.362
Walmart Supercenter,Fayette,AL,33.734,-87.809
Walmart Supercenter,Winfield,AL,33.938,-87.841
Walmart Supercenter,Hamilton,AL,34.12,-87.992
Walmart Neighborhood Market,Florence,AL,34.818,-87.656
Walmart Supercenter,Florence,AL,34.843,-87.692
Walmart Supercenter,Muscle Shoals,AL,34.745,-87.674
Walmart Supercenter,Florence,AL,34.834,-87.625
Walmart Supercenter,Russellville,AL,34.495,-87.729
Walmart,Iuka,MS,34.804,-88.204
Walmart Neighborhood Market,Pensacola,FL,30.476,-87.308
Walmart Neighborhood Market,Pensacola,FL,30.533,-87.314
Walmart Supercenter,Pensacola,FL,30.396,-87.28
Walmart Supercenter,Pensacola,FL,30.438,-87.277
Walmart Supercenter,Pensacola,FL,30.527,-87.272
Walmart Neighborhood Market,Pensacola,FL,30.531,-87.232
Walmart Supercenter,Pensacola,FL,30.497,-87.193
Walmart Neighborhood Market,Gulf Breeze,FL,30.365,-87.168
Walmart Supercenter,La Fayette,GA,34.747,-85.273
Walmart Supercenter,Defuniak Springs,FL,30.704,-86.125
Walmart Supercenter,Greenville,AL,31.849,-86.647
Walmart Supercenter,Haleyville,AL,34.24,-87.599
Walmart Supercenter,Fulton,MS,34.241,-88.398
Walmart Supercenter,Amory,MS,33.968,-88.459
Walmart Supercenter,Winchester,TN,35.218,-86.104
Walmart Supercenter,Kimball,TN,35.04,-85.682
Walmart Neighborhood Market,Montgomery,AL,32.403,-86.266
Walmart Supercenter,Montgomery,AL,32.371,-86.268
Walmart Supercenter,Montgomery,AL,32.385,-86.185
Walmart Supercenter,Montgomery,AL,32.326,-86.232
Walmart Neighborhood Market,Montgomery,AL,32.34,-86.175
Walmart Supercenter,Montgomery,AL,32.355,-86.135
Walmart Supercenter,Jackson,AL,31.559,-87.876
Walmart Supercenter,Columbus,GA,32.539,-84.877
Walmart Neighborhood Market,Lagrange,GA,33.04,-85.012
Walmart Supercenter,Lagrange,GA,33.06,-85.031
Walmart Supercenter,Gulf Breeze,FL,30.391,-87.063
Walmart Supercenter,Selma,AL,32.433,-87.014
Walmart Supercenter,Roanoke,AL,33.164,-85.367
Walmart Supercenter,Carrollton,GA,33.543,-85.077
Walmart Supercenter,Lucedale,MS,30.926,-88.555
Walmart Supercenter,Pascagoula,MS,30.386,-88.519
Walmart Supercenter,Thomasville,AL,31.94,-87.737
Walmart Supercenter,Alma,AR,35.479,-94.229
Walmart Supercenter,Van Buren,AR,35.469,-94.354
Walmart Supercenter,Fort Smith,AR,35.4,-94.363
Walmart Supercenter,Fort Smith,AR,35.35,-94.338
Walmart Neighborhood Market,Fort Smith,AR,35.365,-94.378
Walmart Supercenter,Fort Smith,AR,35.329,-94.406
Walmart Neighborhood Market,Fort Smith,AR,35.304,-94.395
Walmart Supercenter,Greenwood,AR,35.221,-94.297
Walmart,Ozark,AR,35.504,-93.844
Walmart Supercenter,Booneville,AR,35.14,-93.903
Walmart Supercenter,Stilwell,OK,35.808,-94.628
Walmart,Paris,AR,35.293,-93.716
Walmart Supercenter,Sallisaw,OK,35.451,-94.802
Walmart Supercenter,Arkadelphia,AR,34.118,-93.095
Walmart Supercenter,Malvern,AR,34.391,-92.833
Walmart Supercenter,Hot Springs,AR,34.456,-93.064
Walmart Neighborhood Market,Hot Springs,AR,34.469,-93.141
Walmart Supercenter,Hot Springs,AR,34.493,-93.091
Walmart Neighborhood Market,Hot Springs,AR,34.495,-93.038
Walmart Supercenter,Ash Flat,AR,36.241,-91.596
Walmart,Thayer,MO,36.525,-91.533
Walmart Supercenter,Batesville,AR,35.763,-91.614
Walmart Supercenter,Ashdown,AR,33.657,-94.109
Walmart Neighborhood Market,Texarkana,TX,33.47,-94.095
Walmart Supercenter,Texarkana,AR,33.462,-94.04
Walmart Supercenter,Texarkana,TX,33.445,-94.101
Walmart Neighborhood Market,Texarkana,TX,33.449,-94.065
Walmart Neighborhood Market,Wake Village,TX,33.42,-94.101
Walmart Supercenter,New Boston,TX,33.471,-94.404
Walmart Supercenter,Nashville,AR,33.925,-93.857
Walmart Supercenter,De Queen,AR,34.044,-94.319
Walmart Supercenter,Hope,AR,33.681,-93.615
Walmart Supercenter,Newport,AR,35.618,-91.254
Walmart Supercenter,Mountain View,AR,35.867,-92.102
Walmart Supercenter,Heber Spgs,AR,35.507,-92.032
Walmart Supercenter,Beebe,AR,35.068,-91.906
Walmart Neighborhood Market,Cabot,AR,34.953,-92.007
Walmart Supercenter,Cabot,AR,34.976,-92.04
Walmart Neighborhood Market,Searcy,AR,35.246,-91.75
Walmart Supercenter,Searcy,AR,35.252,-91.687
Walmart Supercenter,Lonoke,AR,34.805,-91.894
Walmart Supercenter,Jacksonville,AR,34.885,-92.112
Walmart Neighborhood Market,Sherwood,AR,34.836,-92.233
Walmart Supercenter,Sherwood,AR,34.839,-92.236
Walmart Supercenter,North Little Rock,AR,34.789,-92.215
Walmart Neighborhood Market,Greenbrier,AR,35.227,-92.388
Walmart Supercenter,Conway,AR,35.11,-92.44
Walmart Neighborhood Market,Conway,AR,35.095,-92.463
Walmart Supercenter,North Little Rock,AR,34.832,-92.395
Walmart Supercenter,Conway,AR,35.072,-92.496
Walmart Supercenter,Benton,AR,34.577,-92.581
Walmart Supercenter,Bryant,AR,34.624,-92.494
Walmart Supercenter,Little Rock,AR,34.667,-92.377
Walmart Supercenter,Little Rock,AR,34.73,-92.395
Walmart Supercenter,Little Rock,AR,34.748,-92.411
Walmart Supercenter,Little Rock,AR,34.81,-92.486
Walmart Supercenter,Sheridan,AR,34.291,-92.397
Walmart Supercenter,Hot Springs Village,AR,34.646,-93.059
Walmart Neighborhood Market,Bentonville,AR,36.373,-94.209
Walmart Supercenter,Bentonville,AR,36.368,-94.225
Convenience with Fuel,Bentonville,AR,36.358,-94.215
Clinic Pharmacy,Bentonville,AR,36.362,-94.196
Walmart Neighborhood Market,Bentonville,AR,36.371,-94.188
Walmart Neighborhood Market,Bentonville,AR,36.389,-94.219
Clinic Pharmacy,Bentonville,AR,36.363,-94.194
Walmart Neighborhood Market,Bentonville,AR,36.354,-94.171
Walmart Neighborhood Market,Bentonville,AR,36.337,-94.224
Walmart Neighborhood Market,Centerton,AR,36.359,-94.253
Clinic Pharmacy,Bentonville,AR,36.327,-94.26
Walmart Supercenter,Rogers,AR,36.332,-94.149
Clinic Pharmacy,Rogers,AR,36.352,-94.128
Walmart Neighborhood Market,Rogers,AR,36.333,-94.127
Walmart Neighborhood Market,Rogers,AR,36.296,-94.186
Walmart Neighborhood Market,Rogers,AR,36.313,-94.124
Walmart Neighborhood Market,Pea Ridge,AR,36.443,-94.119
Walmart Supercenter,Rogers,AR,36.279,-94.151
Walmart Supercenter,Pineville,MO,36.509,-94.279
Walmart Supercenter,Springdale,AR,36.196,-94.184
Walmart Neighborhood Market,Springdale,AR,36.173,-94.163
Walmart Supercenter,Springdale,AR,36.166,-94.147
Walmart Neighborhood Market,Springdale,AR,36.153,-94.183
Walmart Neighborhood Market,Springdale,AR,36.164,-94.092
Walmart Supercenter,Fayetteville,AR,36.122,-94.152
Walmart Neighborhood Market,Fayetteville,AR,36.09,-94.123
Walmart Neighborhood Market,Fayetteville,AR,36.077,-94.21
Clinic Pharmacy,Fayetteville,AR,36.073,-94.175
Walmart Supercenter,Siloam Springs,AR,36.183,-94.513
Walmart Neighborhood Market,Fayetteville,AR,36.057,-94.168
Walmart Supercenter,Fayetteville,AR,36.053,-94.202
Walmart Supercenter,Fayetteville,AR,36.05,-94.201
Walmart Neighborhood Market,Farmington,AR,36.037,-94.256
Walmart Neighborhood Market,Siloam Springs,AR,36.175,-94.558
Walmart Supercenter,Cassville,MO,36.677,-93.89
Walmart Supercenter,Huntsville,AR,36.113,-93.716
Walmart Supercenter,Neosho,MO,36.839,-94.394
Walmart Supercenter,Grove,OK,36.576,-94.766
Walmart Supercenter,Berryville,AR,36.377,-93.584
Walmart Supercenter,Harrison,AR,36.269,-93.139
Walmart,Branson,MO,36.639,-93.26
Walmart Supercenter,Branson West,MO,36.7,-93.372
Walmart Supercenter,Branson,MO,36.67,-93.229
Walmart Supercenter,Blytheville,AR,35.931,-89.872
Walmart Supercenter,Osceola,AR,35.7,-90.013
Walmart Supercenter,Kennett,MO,36.239,-90.038
Walmart Supercenter,Ripley,TN,35.761,-89.543
Walmart Supercenter,Covington,TN,35.546,-89.665
Walmart Supercenter,Dyersburg,TN,36.063,-89.392
Walmart Supercenter,Clarksville,AR,35.449,-93.46
Walmart Supercenter,Camden,AR,33.567,-92.837
Walmart Supercenter,El Dorado,AR,33.242,-92.668
Walmart,Fordyce,AR,33.821,-92.436
Walmart Supercenter,Magnolia,AR,33.303,-93.211
Walmart Neighborhood Market,Russellville,AR,35.284,-93.153
Walmart Supercenter,Russellville,AR,35.28,-93.105
Walmart Supercenter,Dardanelle,AR,35.218,-93.164
Walmart Supercenter,Clinton,AR,35.566,-92.454
Walmart Supercenter,Morrilton,AR,35.169,-92.724
Walmart Supercenter,Crossett,AR,33.138,-91.942
Walmart Supercenter,Bastrop,LA,32.774,-91.87
Walmart Supercenter,Farmerville,LA,32.77,-92.394
Walmart,Broken Bow,OK,34.022,-94.739
Walmart Supercenter,Idabel,OK,33.898,-94.804
Walmart Supercenter,Flippin,AR,36.275,-92.604
Walmart Supercenter,Mountain Home,AR,36.357,-92.341
Walmart Supercenter,Pine Bluff,AR,34.174,-92.003
Walmart Supercenter,Forrest City,AR,35.028,-90.794
Walmart Supercenter,Wynne,AR,35.253,-90.778
Walmart Supercenter,Helena-west Helena,AR,34.556,-90.653
Walmart Supercenter,West Memphis,AR,35.166,-90.2
Walmart Supercenter,Poteau,OK,35.093,-94.632
Walmart Supercenter,Clarksdale,MS,34.183,-90.591
Walmart Supercenter,Jonesboro,AR,35.821,-90.684
Walmart Neighborhood Market,Jonesboro,AR,35.825,-90.671
Walmart Supercenter,Jonesboro,AR,35.817,-90.734
Walmart Neighborhood Market,Jonesboro,AR,35.803,-90.699
Walmart Supercenter,Trumann,AR,35.681,-90.55
Walmart Neighborhood Market,Paragould,AR,36.03,-90.523
Walmart Supercenter,Paragould,AR,36.057,-90.523
Walmart,Walnut Ridge,AR,36.075,-90.972
Walmart Supercenter,Pocahontas,AR,36.249,-90.963
Walmart Supercenter,Stuttgart,AR,34.477,-91.549
Walmart Supercenter,Springhill,LA,32.984,-93.46
Walmart,Mcgehee,AR,33.603,-91.383
Walmart Supercenter,Monticello,AR,33.636,-91.802
Walmart Supercenter,Greenville,MS,33.368,-91.04
Walmart Supercenter,Mena,AR,34.589,-94.226
Walmart Supercenter,Millington,TN,35.356,-89.896
Walmart Supercenter,Memphis,TN,35.232,-89.894
Walmart Neighborhood Market,Bartlett,TN,35.228,-89.847
Walmart Supercenter,Monett,MO,36.912,-93.903
Walmart Supercenter,Tahlequah,OK,35.888,-94.979
Walmart Neighborhood Market,Locust Grove,OK,36.199,-95.158
Walmart Supercenter,Atlanta,TX,33.115,-94.185
Walmart Neighborhood Market,Marion,AR,35.198,-90.183
Walmart Supercenter,Memphis,TN,35.005,-90.027
Walmart Supercenter,Horn Lake,MS,34.965,-90.063
Walmart Neighborhood Market,Horn Lake,MS,34.961,-90.033
Walmart Supercenter,Southaven,MS,34.96,-89.996
Walmart Neighborhood Market,Memphis,TN,35.07,-89.863
Walmart Supercenter,Memphis,TN,35.176,-89.839
Walmart Neighborhood Market,Memphis,TN,35.022,-89.83
Walmart Supercenter,Cordova,TN,35.141,-89.798
Walmart Supercenter,Memphis,TN,35.048,-89.811
Walmart Supercenter,Olive Branch,MS,34.965,-89.85
Walmart Supercenter,Bartlett,TN,35.206,-89.783
Walmart Supercenter,Hernando,MS,34.822,-89.969
Walmart Supercenter,Collierville,TN,35.047,-89.679
Walmart Supercenter,Anthem,AZ,33.87,-112.155
Walmart Supercenter,Phoenix,AZ,33.709,-112.11
Walmart Supercenter,Cave Creek,AZ,33.796,-111.965
Walmart Neighborhood Market,Phoenix,AZ,33.714,-112.201
Walmart Neighborhood Market,Glendale,AZ,33.656,-112.15
Walmart Supercenter,Peoria,AZ,33.681,-112.277
Walmart Supercenter,Glendale,AZ,33.651,-112.235
Walmart Supercenter,Phoenix,AZ,33.638,-112.098
Walmart Supercenter,Glendale,AZ,33.636,-112.185
Walmart Supercenter,Phoenix,AZ,33.639,-111.982
Walmart Neighborhood Market,Peoria,AZ,33.609,-112.218
Walmart Supercenter,Surprise,AZ,33.643,-112.358
Walmart Neighborhood Market,Glendale,AZ,33.58,-112.202
Walmart Supercenter,Phoenix,AZ,33.572,-112.122
Walmart Supercenter,Peoria,AZ,33.581,-112.231
Walmart Supercenter,Phoenix,AZ,33.596,-111.979
Walmart Neighborhood Market,Glendale,AZ,33.565,-112.17
Walmart Neighborhood Market,Phoenix,AZ,33.567,-112.072
Walmart Supercenter,El Mirage,AZ,33.611,-112.337
Walmart Supercenter,Scottsdale,AZ,33.625,-111.894
Walmart Supercenter,Glendale,AZ,33.552,-112.18
Walmart Neighborhood Market,Surprise,AZ,33.623,-112.392
Walmart Neighborhood Market,Glendale,AZ,33.539,-112.219
Walmart Supercenter,Phoenix,AZ,33.527,-112.133
Walmart Supercenter,Phoenix,AZ,33.522,-112.093
Walmart Supercenter,Surprise,AZ,33.612,-112.421
Walmart Supercenter,Phoenix,AZ,33.496,-112.172
Walmart Supercenter,Glendale,AZ,33.51,-112.267
Walmart Supercenter,Phoenix,AZ,33.471,-112.223
Walmart Supercenter,Phoenix,AZ,33.479,-112.001
Clinic Pharmacy,Litchfield Park,AZ,33.532,-112.412
Walmart Supercenter,Scottsdale,AZ,33.508,-111.89
Walmart Neighborhood Market,Goodyear,AZ,33.487,-112.364
Walmart Supercenter,Avondale,AZ,33.459,-112.338
Walmart Supercenter,Phoenix,AZ,33.42,-112.223
Walmart Supercenter,Goodyear,AZ,33.459,-112.395
Walmart Supercenter,Phoenix,AZ,33.391,-112.137
Walmart Supercenter,Mesa,AZ,33.432,-111.865
Walmart Neighborhood Market,Mesa,AZ,33.452,-111.815
Walmart Neighborhood Market,Phoenix,AZ,33.376,-112.03
Walmart Supercenter,Tempe,AZ,33.394,-111.928
Walmart Supercenter,Apache Junction,AZ,33.414,-111.579
Walmart Supercenter,Mesa,AZ,33.385,-111.6
Walmart Neighborhood Market,Mesa,AZ,33.363,-111.654
Walmart Supercenter,Mesa,AZ,33.392,-111.699
Walmart Neighborhood Market,Mesa,AZ,33.424,-111.721
Walmart Supercenter,Gilbert,AZ,33.32,-111.689
Walmart Supercenter,Mesa,AZ,33.449,-111.734
Walmart Supercenter,Mesa,AZ,33.385,-111.74
Walmart Supercenter,Queen Creek,AZ,33.252,-111.63
Walmart Neighborhood Market,Mesa,AZ,33.45,-111.772
Walmart Neighborhood Market,Mesa,AZ,33.38,-111.773
Walmart Supercenter,Gilbert,AZ,33.305,-111.741
Walmart Supercenter,Mesa,AZ,33.38,-111.803
Walmart Supercenter,San Tan Valley,AZ,33.176,-111.585
Walmart Neighborhood Market,Chandler,AZ,33.307,-111.809
Walmart Supercenter,Mesa,AZ,33.38,-111.837
Walmart Supercenter,Chandler,AZ,33.282,-111.793
Walmart Supercenter,Chandler,AZ,33.337,-111.855
Walmart Supercenter,Chandler,AZ,33.289,-111.838
Walmart Supercenter,Chandler,AZ,33.306,-111.901
Walmart Supercenter,Tempe,AZ,33.351,-111.96
Walmart Supercenter,Coolidge,AZ,33.0,-111.52
Walmart Supercenter,Buckeye,AZ,33.437,-112.56
Walmart Supercenter,Benson,AZ,31.969,-110.314
Walmart Supercenter,Sierra Vista,AZ,31.559,-110.254
Walmart Supercenter,Tucson,AZ,32.085,-110.776
Walmart Supercenter,Tucson,AZ,32.191,-110.771
Walmart Neighborhood Market,Tucson,AZ,32.22,-110.808
Walmart Supercenter,Bullhead City,AZ,35.083,-114.597
Walmart Supercenter,Fort Mohave,AZ,35.006,-114.595
Walmart Supercenter,Kingman,AZ,35.223,-114.036
Walmart Supercenter,Casa Grande,AZ,32.877,-111.712
Walmart Supercenter,Maricopa,AZ,33.037,-112.014
Walmart Supercenter,Claypool,AZ,33.411,-110.843
Walmart Supercenter,Cottonwood,AZ,34.713,-112.001
Walmart Supercenter,Prescott Valley,AZ,34.592,-112.341
Walmart Supercenter,Prescott,AZ,34.554,-112.409
Walmart Supercenter,Prescott,AZ,34.565,-112.486
Walmart Supercenter,Douglas,AZ,31.338,-109.566
Walmart,Flagstaff,AZ,35.176,-111.665
Walmart Supercenter,Flagstaff,AZ,35.2,-111.614
Walmart Supercenter,Lake Havasu City,AZ,34.571,-114.368
Walmart Supercenter,Green Valley,AZ,31.912,-110.982
Walmart Neighborhood Market,Tucson,AZ,32.133,-111.027
Walmart Supercenter,Tucson,AZ,32.136,-111.001
Walmart Neighborhood Market,Tucson,AZ,32.148,-110.933
Walmart Supercenter,Tucson,AZ,32.186,-110.953
Walmart Neighborhood Market,Tucson,AZ,32.193,-110.843
Walmart Neighborhood Market,Tucson,AZ,32.206,-110.874
Walmart Supercenter,Tucson,AZ,32.224,-110.919
Walmart Supercenter,Tucson,AZ,32.234,-110.84
Walmart Neighborhood Market,Tucson,AZ,32.252,-110.909
Walmart Neighborhood Market,Tucson,AZ,32.266,-110.959
Walmart Supercenter,Tucson,AZ,32.288,-110.965
Walmart Neighborhood Market,Tucson,AZ,32.293,-111.013
Walmart Supercenter,Tucson,AZ,32.344,-111.016
Walmart Neighborhood Market,Oro Valley,AZ,32.351,-110.977
Walmart Supercenter,Nogales,AZ,31.363,-110.931
Walmart Supercenter,Parker,AZ,34.157,-114.278
Walmart Supercenter,Oro Valley,AZ,32.426,-110.941
Walmart Supercenter,Tucson,AZ,32.356,-111.089
Walmart Supercenter,Page,AZ,36.905,-111.487
Walmart Supercenter,Payson,AZ,34.244,-111.325
Walmart Supercenter,Safford,AZ,32.833,-109.731
Walmart Supercenter,San Luis,AZ,32.507,-114.784
Walmart Supercenter,Yuma,AZ,32.682,-114.648
Walmart Supercenter,Yuma,AZ,32.675,-114.602
Walmart Neighborhood Market,Yuma,AZ,32.712,-114.652
Walmart Supercenter,Yuma,AZ,32.669,-114.493
Walmart Supercenter,Show Low,AZ,34.2,-110.016
Walmart Supercenter,Taylor,AZ,34.474,-110.085
Walmart Supercenter,Winslow,AZ,35.043,-110.701
Walmart Supercenter,American Canyon,CA,38.183,-122.253
Walmart Neighborhood Market,Vallejo,CA,38.127,-122.255
Walmart Supercenter,Napa,CA,38.309,-122.283
Walmart,Richmond,CA,37.98,-122.328
Walmart Supercenter,Fairfield,CA,38.279,-122.035
Walmart,Martinez,CA,37.997,-122.109
Walmart Supercenter,Suisun City,CA,38.242,-121.99
Walmart Neighborhood Market,Vacaville,CA,38.344,-121.996
Walmart Neighborhood Market,Vacaville,CA,38.351,-121.951
Walmart Supercenter,Vacaville,CA,38.362,-121.959
Walmart,Pittsburg,CA,38.009,-121.872
Walmart Neighborhood Market,Rohnert Park,CA,38.362,-122.693
Walmart,Rohnert Park,CA,38.367,-122.716
Walmart Supercenter,Antioch,CA,37.963,-121.762
Walmart Supercenter,Dixon,CA,38.472,-121.82
Walmart,San Leandro,CA,37.72,-122.182
Walmart,San Leandro,CA,37.688,-122.131
Walmart Neighborhood Market,Anaheim,CA,33.819,-117.908
Walmart Supercenter,Anaheim,CA,33.836,-117.938
Walmart Supercenter,Anaheim,CA,33.858,-117.919
Walmart,Buena Park,CA,33.845,-117.987
Walmart Supercenter,Garden Grove,CA,33.791,-117.965
Walmart,Orange,CA,33.828,-117.838
Walmart Neighborhood Market,Anaheim,CA,33.834,-117.995
Walmart Supercenter,La Habra,CA,33.916,-117.935
Walmart,Brea,CA,33.913,-117.865
Walmart Neighborhood Market,Stanton,CA,33.775,-117.991
Walmart Supercenter,La Habra,CA,33.915,-117.969
Walmart,Westminster,CA,33.768,-117.993
Walmart Supercenter,Santa Ana,CA,33.737,-117.915
Walmart Neighborhood Market,La Palma,CA,33.846,-118.038
Walmart Neighborhood Market,La Mirada,CA,33.919,-118.014
Walmart Supercenter,Cerritos,CA,33.872,-118.062
